business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,Predicted_date
U001,0200922106,PEPP llc,,2020.0,1930773192.0,2020-04-16,2020-04-10,2020-04-16,2020-05-01,USD,RV,1.0,12886.2,2020-04-16,NAA8,1930773192.0,1,2020-05-16
U001,0200763152,PERFOR corporation,,2020.0,1930696274.0,2020-03-27,2020-03-25,2020-03-27,2020-04-11,USD,RV,1.0,18778.47,2020-03-27,NAA8,1930696274.0,1,2020-04-12
U001,0200759878,SA us,,2020.0,1930623708.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,36983.89,2020-03-09,NAH4,1930623708.0,1,2020-03-22
U001,0200769623,WAL-MAR systems,,2020.0,1930883731.0,2020-05-10,2020-05-09,2020-05-10,2020-05-25,USD,RV,1.0,330.7,2020-05-10,NAH4,1930883731.0,1,2020-05-23
U001,0200353024,DECA ,,2020.0,1930876237.0,2020-05-07,2020-05-07,2020-05-07,2020-05-24,USD,RV,1.0,5334.98,2020-05-01,NAM4,1930876237.0,1,2020-05-22
U001,0200789077,US  us,,2020.0,1930765100.0,2020-04-08,2020-04-08,2020-04-08,2020-04-23,USD,RV,1.0,3008.94,2020-04-08,NAA8,1930765100.0,1,2020-04-24
U001,0200519201,KROGE co,,2020.0,1930832566.0,2020-04-29,2020-04-28,2020-04-29,2020-05-14,USD,RV,1.0,172078.14,2020-04-29,NAA8,1930832566.0,1,2020-05-15
U001,0200726979,BJ'S  associates,,2020.0,1930803351.0,2020-04-21,2020-04-20,2020-04-21,2020-05-06,USD,RV,1.0,330.96,2020-04-21,NAA8,1930803351.0,1,2020-05-07
U001,0200739534,OK in,,2020.0,1930715416.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,1.0,65455.36,2020-03-28,NAA8,1930715416.0,1,2020-04-13
U001,0200749782,KROG associates,,2020.0,1930586790.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,54798.15,2020-03-03,NAA8,1930586790.0,1,2020-03-19
U001,200706844,WINC us,,2020.0,1930831694.0,2020-04-30,2020-04-28,2020-04-30,2020-05-15,USD,RV,1.0,40647.2,2020-04-30,NAA8,1930831694.0,1,2020-05-16
U001,0200744019,TARG ,,2020.0,1930752625.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,16473.18,2020-04-07,NAA8,1930752625.0,1,2020-04-23
U001,CCU013,KRAFT F llc,,2020.0,1930660149.0,2020-03-16,2020-03-16,2020-03-16,2020-03-16,USD,RV,1.0,22481.15,2020-03-16,NAX2,1930660149.0,1,2020-04-25
U001,0200769623,WAL-MAR systems,,2020.0,1930666873.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,426.7,2020-03-19,NAH4,1930666873.0,1,2020-04-01
U001,0200726979,BJ'S  in,,2020.0,1930801256.0,2020-04-19,2020-04-18,2020-04-19,2020-05-04,USD,RV,1.0,284.69,2020-04-19,NAA8,1930801256.0,1,2020-05-05
CA02,0140104423,METRO  corp,,2020.0,2960633267.0,2020-05-06,2020-05-06,2020-05-06,2020-05-18,CAD,RV,1.0,70089.51,2020-05-08,CA10,2960633267.0,1,2020-05-22
U001,0200020431,DEC llc,,2020.0,1930788939.0,2020-04-15,2020-04-15,2020-04-15,2020-04-08,USD,RV,1.0,19618.82,2020-04-01,NAM1,1930788939.0,1,2020-04-06
U001,0200769623,WAL-MAR corporation,,2020.0,1930661127.0,2020-03-17,2020-03-17,2020-03-17,2020-04-01,USD,RV,1.0,1329.23,2020-03-17,NAH4,1930661127.0,1,2020-03-30
U001,200726979,BJ'S  us,,2020.0,1930669282.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,33.18,2020-03-19,NAA8,1930669282.0,1,2020-04-04
U001,0200769623,WAL-MAR trust,,2020.0,1930742877.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,1.0,37785.09,2020-04-04,NAH4,1930742877.0,1,2020-04-17
U001,0100030964,NATURA systems,,2020.0,1930744530.0,2020-04-03,2020-04-03,2020-04-03,2020-04-18,USD,RV,1.0,820.0,2020-04-03,NAA8,1930744530.0,1,2020-04-19
U001,0200762301,C&S WH us,,2020.0,1930715802.0,2020-03-30,2020-03-28,2020-03-30,2020-06-03,USD,RV,1.0,3253.53,2020-03-30,NAGD,1930715802.0,1,2020-05-27
CA02,0140104409,LOB corp,,2020.0,2960616771.0,2020-03-02,2020-03-02,2020-03-02,2020-03-14,CAD,RV,1.0,84353.45,2020-03-04,CA10,2960616771.0,1,2020-03-18
U001,0200704858,WAKE foundation,,2020.0,1930725469.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,6450.8,2020-04-01,NAA8,1930725469.0,1,2020-04-17
U001,0200769623,WAL-MAR corporation,,2020.0,1930604907.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,6663.1,2020-03-05,NAH4,1930604907.0,1,2020-03-18
U001,0200779906,BOZZU llc,,2020.0,1930781303.0,2020-04-13,2020-04-13,2020-04-13,2020-04-28,USD,RV,1.0,25298.79,2020-04-13,NAA8,1930781303.0,1,2020-04-29
CA02,140104249,SOB us,,2020.0,2960628838.0,2020-04-16,2020-04-16,2020-04-16,2020-05-05,CAD,RV,1.0,109946.66,2020-04-25,CA10,2960628838.0,1,2020-05-16
U001,0200704045,RA co,,2020.0,1930813446.0,2020-04-21,2020-04-22,2020-04-21,2020-05-06,USD,RV,1.0,4252.85,2020-04-21,NAA8,1930813446.0,1,2020-05-07
U001,0200769623,WAL-MAR corp,,2020.0,1930884441.0,2020-05-10,2020-05-10,2020-05-10,2020-05-25,USD,RV,1.0,10252.93,2020-05-10,NAH4,1930884441.0,1,2020-05-23
U001,0200711029,WEGMAN ,,2020.0,1930675425.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,37364.67,2020-03-20,NAA8,1930675425.0,1,2020-04-05
CA02,0140106408,WAL-M us,,2020.0,2960621982.0,2020-03-19,2020-03-19,2020-03-19,2020-03-29,CAD,RV,1.0,70462.55,2020-03-19,CA10,2960621982.0,1,2020-04-09
U001,0200769623,WAL-MAR associates,,2020.0,1930837328.0,2020-04-29,2020-04-29,2020-04-29,2020-05-14,USD,RV,1.0,2169.37,2020-04-29,NAH4,1930837328.0,1,2020-05-12
U001,0200769623,WAL-MAR corporation,,2020.0,1930665596.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,39895.05,2020-03-19,NAH4,1930665596.0,1,2020-04-01
U001,0200772670,ASSOCIAT associates,,2020.0,1930801533.0,2020-04-19,2020-04-19,2020-04-19,2020-05-04,USD,RV,1.0,38377.32,2020-04-19,NAU5,1930801533.0,1,2020-05-02
U001,0100000222,SMITHFIE co,,2020.0,1930630618.0,2020-03-13,2020-03-10,2020-03-13,2020-03-28,USD,RV,1.0,13374.78,2020-03-13,NAA8,1930630618.0,1,2020-03-29
U001,0200726979,BJ'S  foundation,,2020.0,1930571969.0,2020-02-27,2020-02-26,2020-02-27,2020-03-13,USD,RV,1.0,27.6,2020-02-27,NAA8,1930571969.0,1,2020-03-14
U001,0200557600,GREEN  ,,2020.0,1930844582.0,2020-04-30,2020-04-30,2020-04-30,2020-05-10,USD,RV,1.0,3057.89,2020-04-30,NA10,1930844582.0,1,2020-05-11
U001,0200769623,WAL-MAR in,,2020.0,1930598355.0,2020-03-06,2020-03-04,2020-03-06,2020-03-21,USD,RV,1.0,55943.56,2020-03-06,NAH4,1930598355.0,1,2020-03-19
U001,0200704858,WAKE us,,2020.0,1930738820.0,2020-04-04,2020-04-03,2020-04-04,2020-04-19,USD,RV,1.0,72544.23,2020-04-04,NAA8,1930738820.0,1,2020-04-20
U001,0200744019,TARG systems,,2020.0,1930691974.0,2020-03-26,2020-03-24,2020-03-26,2020-04-10,USD,RV,1.0,12398.17,2020-03-26,NAA8,1930691974.0,1,2020-04-11
U001,0200769623,WAL-MAR corporation,,2020.0,1930862429.0,2020-05-07,2020-05-06,2020-05-07,2020-05-22,USD,RV,1.0,21721.23,2020-05-07,NAH4,1930862429.0,1,2020-05-20
U001,0200769623,WAL-MAR ,,2020.0,1930797824.0,2020-04-19,2020-04-17,2020-04-19,2020-05-04,USD,RV,1.0,5000.72,2020-04-19,NAH4,1930797824.0,1,2020-05-02
U001,0200769623,WAL-MAR corp,,2020.0,1930806273.0,2020-04-20,2020-04-21,2020-04-20,2020-05-05,USD,RV,1.0,17595.61,2020-04-20,NAH4,1930806273.0,1,2020-05-03
U001,0200769623,WAL-MAR in,,2020.0,1930682050.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,1.0,64.73,2020-03-22,NAH4,1930682050.0,1,2020-04-04
U001,0200936373,SUPE ,,2020.0,1930752673.0,2020-04-06,2020-04-06,2020-04-06,2020-04-21,USD,RV,1.0,106517.9,2020-04-06,NAA8,1930752673.0,1,2020-04-22
U001,0200769623,WAL-MAR trust,,2020.0,1930717136.0,2020-03-30,2020-03-29,2020-03-30,2020-04-14,USD,RV,1.0,14665.52,2020-03-30,NAH4,1930717136.0,1,2020-04-12
U001,0200769623,WAL-MAR corp,,2020.0,1930694473.0,2020-03-27,2020-03-25,2020-03-27,2020-04-11,USD,RV,1.0,15465.22,2020-03-27,NAH4,1930694473.0,1,2020-04-09
U001,0200769623,WAL-MAR llc,,2020.0,1930690797.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,139.82,2020-03-24,NAH4,1930690797.0,1,2020-04-06
U001,0200772670,ASSOCIAT ,,2020.0,1930704921.0,2020-03-25,2020-03-26,2020-03-25,2020-04-09,USD,RV,1.0,85001.38,2020-03-25,NAU5,1930704921.0,1,2020-04-07
U001,0200769623,WAL-MAR corporation,,2020.0,1930817885.0,2020-04-23,2020-04-23,2020-04-23,2020-05-08,USD,RV,1.0,4609.34,2020-04-23,NAH4,1930817885.0,1,2020-05-06
U001,0200020431,DEC us,,2020.0,1930817770.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,513.96,2020-04-16,NAM4,1930817770.0,1,2020-05-07
U001,0200769623,WAL-MAR ,,2020.0,1930718682.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,2704.59,2020-03-31,NAH4,1930718682.0,1,2020-04-13
U001,0200978899,MBM/PF us,,2020.0,1930671630.0,2020-03-19,2020-03-19,2020-03-19,2020-04-03,USD,RV,1.0,48735.52,2020-03-19,NAA8,1930671630.0,1,2020-04-04
U001,0200704858,WAKE ,,2020.0,1930739174.0,2020-04-03,2020-04-03,2020-04-03,2020-04-18,USD,RV,1.0,8977.87,2020-04-03,NAA8,1930739174.0,1,2020-04-19
U001,0200762301,C&S WH systems,,2020.0,1930585952.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,11933.78,2020-03-03,NAC6,1930585952.0,1,2020-03-19
U001,0200769623,WAL-MAR trust,,2020.0,1930831027.0,2020-04-27,2020-04-27,2020-04-27,2020-05-12,USD,RV,1.0,58893.08,2020-04-27,NAH4,1930831027.0,1,2020-05-10
U001,0200769623,WAL-MAR us,,2020.0,1930649288.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,642.71,2020-03-14,NAH4,1930649288.0,1,2020-03-27
U001,0200769623,WAL-MAR co,,2020.0,1930827735.0,2020-04-26,2020-04-25,2020-04-26,2020-05-11,USD,RV,1.0,18861.42,2020-04-26,NAH4,1930827735.0,1,2020-05-09
U001,0200769623,WAL-MAR systems,,2020.0,1930853284.0,2020-05-03,2020-05-02,2020-05-03,2020-05-18,USD,RV,1.0,5932.07,2020-05-03,NAH4,1930853284.0,1,2020-05-16
CA02,0140105847,GORDON F us,,2020.0,2960622582.0,2020-03-23,2020-03-23,2020-03-23,2020-04-02,CAD,RV,1.0,52638.38,2020-03-23,CA10,2960622582.0,1,2020-04-06
U001,0200148860,DOLLA trust,,2020.0,1930737918.0,2020-04-04,2020-04-02,2020-04-04,2020-04-19,USD,RV,1.0,78169.63,2020-04-04,NAA8,1930737918.0,1,2020-04-20
U001,0200799367,MCL trust,,2020.0,1930817408.0,2020-04-28,2020-04-22,2020-04-28,2020-05-13,USD,RV,1.0,21647.21,2020-04-28,NAA8,1930817408.0,1,2020-05-14
U001,0100019410,PERFOR systems,,2020.0,1930650609.0,2020-03-18,2020-03-13,2020-03-18,2020-04-02,USD,RV,1.0,20221.91,2020-03-18,NAA8,1930650609.0,1,2020-04-03
U001,CCU013,KRAFT F associates,,2020.0,1930698598.0,2020-03-24,2020-03-25,2020-03-24,2020-03-24,USD,RV,1.0,18397.6,2020-03-24,NAX2,1930698598.0,1,2020-04-29
U001,0200418007,AM systems,,2020.0,1930661160.0,2020-03-18,2020-03-17,2020-03-18,2020-05-22,USD,RV,1.0,2039.52,2020-03-18,NAGD,1930661160.0,1,2020-04-20
U001,0200769623,WAL-MAR in,,2020.0,1930854115.0,2020-05-03,2020-05-03,2020-05-03,2020-05-18,USD,RV,1.0,54376.99,2020-05-03,NAH4,1930854115.0,1,2020-05-16
U001,0200712105,WALG in,,2020.0,1930658262.0,2020-03-16,2020-03-17,2020-03-16,2020-03-31,USD,RV,1.0,72277.32,2020-03-16,NAA8,1930658262.0,1,2020-04-01
U001,0200756072,REINHA foundation,,2020.0,1930610339.0,2020-03-07,2020-03-05,2020-03-07,2020-03-22,USD,RV,1.0,1588.58,2020-03-07,NAA8,1930610339.0,1,2020-03-23
U001,0200769623,WAL-MAR in,,2020.0,1930859322.0,2020-05-05,2020-05-05,2020-05-05,2020-05-20,USD,RV,1.0,12423.03,2020-05-05,NAH4,1930859322.0,1,2020-05-18
U001,0200726979,BJ'S  associates,,2020.0,1930629834.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,1.0,16633.26,2020-03-10,NAA8,1930629834.0,1,2020-03-26
U001,0200915438,GROC systems,,2020.0,1930605623.0,2020-03-06,2020-03-05,2020-03-06,2020-03-21,USD,RV,1.0,11807.3,2020-03-06,NAA8,1930605623.0,1,2020-03-22
U001,0200744019,TARG trust,,2020.0,1930818473.0,2020-04-24,2020-04-23,2020-04-24,2020-05-09,USD,RV,1.0,2563.48,2020-04-24,NAA8,1930818473.0,1,2020-05-10
U001,200418007,AM llc,,2020.0,1930829616.0,2020-04-30,2020-04-27,2020-04-30,2020-05-15,USD,RV,1.0,3119.16,2020-04-30,NAA8,1930829616.0,1,2020-05-16
U001,0200769623,WAL-MAR us,,2020.0,1930584768.0,2020-02-29,2020-02-29,2020-02-29,2020-03-15,USD,RV,1.0,10287.01,2020-02-29,NAH4,1930584768.0,1,2020-03-13
U001,0200794332,COST us,,2020.0,1930630638.0,2020-03-11,2020-03-10,2020-03-11,2020-03-26,USD,RV,1.0,12610.49,2020-03-11,NAAX,1930630638.0,1,2020-03-27
U001,200752607,IRA HI trust,,2020.0,1930885188.0,2020-05-11,2020-05-11,2020-05-11,2020-05-26,USD,RV,1.0,61418.01,2020-05-11,NAA8,1930885188.0,1,2020-05-27
U001,200780825,SYSCO FO corp,,2020.0,1930635352.0,2020-03-10,2020-03-10,2020-03-10,2020-03-25,USD,RV,1.0,34690.59,2020-03-10,NAA8,1930635352.0,1,2020-03-26
U001,0100031704,DELHAIZE llc,,2020.0,1930765410.0,2020-04-10,2020-04-08,2020-04-10,2020-04-25,USD,RV,1.0,19741.39,2020-04-10,NAA8,1930765410.0,1,2020-04-26
U001,0200762301,C&S WH us,,2020.0,1930791399.0,2020-04-17,2020-04-16,2020-04-17,2020-06-21,USD,RV,1.0,31507.86,2020-04-17,NAGD,1930791399.0,1,2020-06-14
U001,0200915438,GROC corp,,2020.0,1930781217.0,2020-04-18,2020-04-13,2020-04-18,2020-05-03,USD,RV,1.0,11196.0,2020-04-18,NAA8,1930781217.0,1,2020-05-04
U001,CCU002,KRFT FDS foundation,,2020.0,1930659315.0,2020-03-18,2020-03-16,2020-03-18,2020-04-22,USD,RV,1.0,9771.28,2020-03-18,NAG2,1930659315.0,1,2020-04-26
U001,0200875006,KROGER us,,2020.0,1930700256.0,2020-03-26,2020-03-26,2020-03-26,2020-04-10,USD,RV,1.0,30009.16,2020-03-26,NAA8,1930700256.0,1,2020-04-11
U001,0200769623,WAL-MAR systems,,2020.0,1930700178.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,20878.82,2020-03-26,NAH4,1930700178.0,1,2020-04-08
U001,0200769623,WAL-MAR ,,2020.0,1930748522.0,2020-04-04,2020-04-04,2020-04-04,2020-04-19,USD,RV,1.0,807.32,2020-04-04,NAH4,1930748522.0,1,2020-04-17
U001,0200029010,KROG associates,,2020.0,1930713326.0,2020-03-27,2020-03-27,2020-03-27,2020-04-11,USD,RV,1.0,16273.82,2020-03-27,NAA8,1930713326.0,1,2020-04-12
U001,0200769623,WAL-MAR us,,2020.0,1930718195.0,2020-03-31,2020-03-29,2020-03-31,2020-04-15,USD,RV,1.0,6790.31,2020-03-31,NAH4,1930718195.0,1,2020-04-13
U001,0200712105,WALG corp,,2020.0,1930705186.0,2020-03-25,2020-03-26,2020-03-25,2020-04-09,USD,RV,1.0,82324.88,2020-03-25,NAA8,1930705186.0,1,2020-04-10
U001,0200769623,WAL-MAR llc,,2020.0,1930808695.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,1.0,47259.83,2020-04-21,NAH4,1930808695.0,1,2020-05-04
U001,0200078795,H T H us,,2020.0,1930759744.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,1.0,5075.15,2020-04-07,NAA8,1930759744.0,1,2020-04-23
U001,0200744019,TARG corporation,,2020.0,1930766668.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,1.0,34091.99,2020-04-09,NAA8,1930766668.0,1,2020-04-25
U001,0200769623,WAL-MAR co,,2020.0,1930753293.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,2946.8,2020-04-07,NAH4,1930753293.0,1,2020-04-20
U001,0200769623,WAL-MAR systems,,2020.0,1930826215.0,2020-04-24,2020-04-24,2020-04-24,2020-05-09,USD,RV,1.0,471.56,2020-04-24,NAH4,1930826215.0,1,2020-05-07
U001,0200769623,WAL-MAR trust,,2020.0,1930576187.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,1.0,271.06,2020-02-27,NAH4,1930576187.0,1,2020-03-11
U001,0200769623,WAL-MAR co,,2020.0,1930705212.0,2020-03-27,2020-03-26,2020-03-27,2020-04-11,USD,RV,1.0,661.11,2020-03-27,NAH4,1930705212.0,1,2020-04-09
U001,0200743996,STATER  in,,2020.0,1930763486.0,2020-04-09,2020-04-08,2020-04-09,2020-04-24,USD,RV,1.0,55779.61,2020-04-09,NAA8,1930763486.0,1,2020-04-25
U001,0200762301,C&S WH corp,,2020.0,1930783328.0,2020-04-14,2020-04-14,2020-04-14,2020-04-29,USD,RV,1.0,73845.19,2020-04-14,NAC6,1930783328.0,1,2020-04-30
U001,0200726979,BJ'S  systems,,2020.0,1930654813.0,2020-03-16,2020-03-15,2020-03-16,2020-03-31,USD,RV,1.0,276.93,2020-03-16,NAA8,1930654813.0,1,2020-04-01
U001,0200769623,WAL-MAR corporation,,2020.0,1930710841.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,465.79,2020-03-28,NAH4,1930710841.0,1,2020-04-10
U001,0200772670,ASSOCIAT ,,2020.0,1930657231.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,1.0,3871.95,2020-03-16,NAU5,1930657231.0,1,2020-03-29
U001,0200331749,SYSC foundation,,2020.0,1930674795.0,2020-03-25,2020-03-20,2020-03-25,2020-04-26,USD,RV,1.0,13672.98,2020-03-25,NA32,1930674795.0,1,2020-04-27
U001,0200769623,WAL-MAR corp,,2020.0,1930737827.0,2020-04-02,2020-04-02,2020-04-02,2020-04-17,USD,RV,1.0,31487.12,2020-04-02,NAH4,1930737827.0,1,2020-04-15
U001,0200769623,WAL-MAR foundation,,2020.0,1930782546.0,2020-04-16,2020-04-13,2020-04-16,2020-05-01,USD,RV,1.0,70727.7,2020-04-16,NAH4,1930782546.0,1,2020-04-29
U001,0200799367,MCL ,,2020.0,1930701018.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,2525.76,2020-03-26,NAA8,1930701018.0,1,2020-04-11
U001,200744019,TARG ,,2020.0,1930674577.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,1.0,18442.29,2020-03-21,NAA8,1930674577.0,1,2020-04-06
U001,0200726979,BJ'S  co,,2020.0,1930686259.0,2020-03-23,2020-03-22,2020-03-23,2020-04-07,USD,RV,1.0,1379.6,2020-03-23,NAA8,1930686259.0,1,2020-04-08
U001,0200704045,RA foundation,,2020.0,1930782501.0,2020-04-13,2020-04-13,2020-04-13,2020-04-28,USD,RV,1.0,24584.77,2020-04-13,NAA8,1930782501.0,1,2020-04-29
U001,0200769623,WAL-MAR corporation,,2020.0,1930800628.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,1.0,1898.2,2020-04-20,NAH4,1930800628.0,1,2020-05-03
U001,0200794332,COST co,,2020.0,1930689301.0,2020-03-24,2020-03-23,2020-03-24,2020-04-08,USD,RV,1.0,14772.55,2020-03-24,NAAX,1930689301.0,1,2020-04-09
CA02,0100014810,J.B. H ,,2020.0,2960618632.0,2020-03-07,2020-03-07,2020-03-07,2020-03-23,CAD,RV,1.0,7956.0,2020-03-13,CA10,2960618632.0,1,2020-03-27
U001,200769623,WAL-MAR systems,,2020.0,1930862810.0,2020-05-06,2020-05-06,2020-05-06,2020-05-21,USD,RV,1.0,26883.48,2020-05-06,NAH4,1930862810.0,1,2020-05-19
U001,0200707822,PUBLI co,,2020.0,1930776569.0,2020-04-10,2020-04-11,2020-04-10,2020-04-25,USD,RV,1.0,53485.2,2020-04-10,NAA8,1930776569.0,1,2020-04-26
U001,0100001196,DOLLAR llc,,2020.0,1930667104.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,720.28,2020-03-19,NAA8,1930667104.0,1,2020-04-04
CA02,0140105847,GORDON F in,,2020.0,2960629285.0,2020-04-20,2020-04-20,2020-04-20,2020-05-03,CAD,RV,1.0,3041.5,2020-04-23,CA10,2960629285.0,1,2020-05-07
U001,0200744019,TARG systems,,2020.0,1930629772.0,2020-03-11,2020-03-10,2020-03-11,2020-03-26,USD,RV,1.0,6365.45,2020-03-11,NAA8,1930629772.0,1,2020-03-27
U001,0200744019,TARG foundation,,2020.0,1930813721.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,1.0,14524.05,2020-04-23,NAA8,1930813721.0,1,2020-05-09
U001,0200729942,SA trust,,2020.0,1930747450.0,2020-04-03,2020-04-04,2020-04-03,2020-04-18,USD,RV,1.0,3854.25,2020-04-03,NAA8,1930747450.0,1,2020-04-19
U001,0200762301,C&S WH us,,2020.0,1930842550.0,2020-04-29,2020-04-30,2020-04-29,2020-05-14,USD,RV,1.0,9282.0,2020-04-29,NAC6,1930842550.0,1,2020-05-15
U001,0200772670,ASSOCIAT corporation,,2020.0,1930769522.0,2020-04-09,2020-04-09,2020-04-09,2020-04-24,USD,RV,1.0,2093.67,2020-04-09,NAU5,1930769522.0,1,2020-04-22
U001,0200875006,KROGER llc,,2020.0,1930810268.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,1.0,49407.51,2020-04-21,NAA8,1930810268.0,1,2020-05-07
U001,200777735,NASH  systems,,2020.0,1930857257.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,28225.55,2020-05-05,NAA8,1930857257.0,1,2020-05-21
U001,0200704045,RA co,,2020.0,1930619622.0,2020-03-06,2020-03-07,2020-03-06,2020-03-21,USD,RV,1.0,9392.46,2020-03-06,NAA8,1930619622.0,1,2020-03-22
CA02,0140105686,SYSC corp,,2020.0,2960625296.0,2020-04-02,2020-04-02,2020-04-02,2020-04-14,CAD,RV,1.0,1890.0,2020-04-04,CA10,2960625296.0,1,2020-04-18
U001,0200769623,WAL-MAR corporation,,2020.0,1930844795.0,2020-04-30,2020-05-01,2020-04-30,2020-05-15,USD,RV,1.0,6663.73,2020-04-30,NAH4,1930844795.0,1,2020-05-13
U001,0200721222,GO corporation,,2020.0,1930808693.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,1.0,50724.01,2020-04-21,NAA8,1930808693.0,1,2020-05-07
U001,0200270148,NEWL co,,2020.0,1930844010.0,2020-05-07,2020-05-04,2020-05-07,2020-05-17,USD,RV,1.0,8565.6,2020-05-07,NA10,1930844010.0,1,2020-06-01
U001,0200592182,DECA trust,,2020.0,1930789845.0,2020-04-16,2020-04-16,2020-04-16,2020-04-24,USD,RV,1.0,1044.28,2020-04-01,NAM4,1930789845.0,1,2020-04-22
U001,200769623,WAL-MAR trust,,2020.0,1930896423.0,2020-05-13,2020-05-12,2020-05-13,2020-05-28,USD,RV,1.0,3796.4,2020-05-13,NAH4,1930896423.0,1,2020-05-26
U001,0200743996,STATER  associates,,2020.0,1930768722.0,2020-04-10,2020-04-09,2020-04-10,2020-04-25,USD,RV,1.0,60535.21,2020-04-10,NAA8,1930768722.0,1,2020-04-26
U001,0200769623,WAL-MAR llc,,2020.0,1930617210.0,2020-03-07,2020-03-06,2020-03-07,2020-03-22,USD,RV,1.0,34071.08,2020-03-07,NAH4,1930617210.0,1,2020-03-20
U001,0200769623,WAL-MAR foundation,,2020.0,1930682863.0,2020-03-21,2020-03-21,2020-03-21,2020-04-05,USD,RV,1.0,17631.81,2020-03-21,NAH4,1930682863.0,1,2020-04-03
CA02,0140105686,SYSC systems,,2020.0,2960628959.0,2020-04-16,2020-04-16,2020-04-16,2020-05-04,CAD,RV,1.0,3632.39,2020-04-24,CA10,2960628959.0,1,2020-05-08
U001,0200020431,DEC co,,2020.0,1930676412.0,2020-03-20,2020-03-20,2020-03-20,2020-04-08,USD,RV,1.0,4485.52,2020-03-16,NAM4,1930676412.0,1,2020-04-06
U001,0200769623,WAL-MAR trust,,2020.0,1930715862.0,2020-03-28,2020-03-28,2020-03-28,2020-04-12,USD,RV,1.0,35954.58,2020-03-28,NAH4,1930715862.0,1,2020-04-10
U001,0200769623,WAL-MAR us,,2020.0,1930689069.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,23146.34,2020-03-23,NAH4,1930689069.0,1,2020-04-05
U001,0200769623,WAL-MAR corporation,,2020.0,1930724426.0,2020-04-01,2020-03-31,2020-04-01,2020-04-16,USD,RV,1.0,661.11,2020-04-01,NAH4,1930724426.0,1,2020-04-14
U001,0200705742,DOT co,,2020.0,1930622695.0,2020-03-08,2020-03-08,2020-03-08,2020-03-23,USD,RV,1.0,4164.08,2020-03-08,NAA8,1930622695.0,1,2020-03-24
CA02,0140104429,COSTCO ,,2020.0,2960629278.0,2020-04-19,2020-04-19,2020-04-19,2020-05-01,CAD,RV,1.0,2471.24,2020-04-21,CA10,2960629278.0,1,2020-05-05
U001,0200418007,AM in,,2020.0,1930720411.0,2020-03-31,2020-03-30,2020-03-31,2020-06-04,USD,RV,1.0,4754.88,2020-03-31,NAGD,1930720411.0,1,2020-05-03
U001,0200915438,GROC us,,2020.0,1930660711.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,7254.0,2020-03-18,NAA8,1930660711.0,1,2020-04-03
